,features,labels
742,"[1, 3273, 82, 27]",c
743,"[1, 6332, 48, 59]",d
744,"[0, 1664, 0, 46]",d
745,"[2, 2179, 87, 87]",d
746,"[1, 6548, 26, 84]",b
747,"[1, 1776, 49, 5]",d
748,"[1, 3283, 96, 15]",a
749,"[1, 4822, 34, 39]",a
750,"[0, 339, 19, 86]",d
751,"[0, 3191, 58, 36]",c
752,"[2, 6681, 59, 10]",a
753,"[2, 4289, 100, 92]",d
754,"[1, 4039, 38, 84]",c
755,"[0, 4528, 90, 8]",a
756,"[2, 6001, 31, 73]",b
757,"[1, 7033, 54, 98]",c
758,"[2, 5146, 77, 25]",d
759,"[2, 3575, 4, 31]",d
760,"[0, 5805, 73, 87]",a
761,"[2, 6110, 11, 68]",a
762,"[1, 2003, 33, 51]",c
763,"[1, 5252, 99, 52]",c
764,"[1, 5736, 40, 86]",a
765,"[2, 4911, 4, 17]",b
766,"[2, 4281, 22, 98]",d
767,"[2, 6662, 3, 14]",c
768,"[0, 1470, 64, 35]",a
769,"[0, 7013, 88, 93]",a
770,"[0, 5430, 32, 29]",d
771,"[0, 1001, 0, 96]",b
772,"[1, 5530, 80, 76]",a
773,"[0, 3115, 12, 98]",d
774,"[0, 555, 50, 10]",a
775,"[1, 944, 71, 52]",c
776,"[2, 3881, 15, 64]",b
777,"[2, 6426, 86, 73]",d
778,"[1, 206, 60, 86]",d
779,"[1, 6447, 74, 84]",c
780,"[2, 3107, 31, 42]",c
781,"[1, 3860, 84, 11]",d
782,"[2, 2746, 96, 40]",c
783,"[0, 6990, 90, 26]",a
784,"[2, 798, 16, 92]",a
785,"[0, 2332, 84, 64]",d
786,"[1, 6020, 0, 37]",d
787,"[1, 4747, 44, 51]",d
788,"[1, 3309, 18, 93]",d
789,"[2, 4788, 48, 7]",c
790,"[2, 5514, 89, 86]",a
791,"[0, 6710, 64, 57]",b
792,"[0, 5932, 92, 91]",c
793,"[2, 6533, 83, 44]",c
794,"[2, 5833, 83, 97]",c
795,"[2, 914, 17, 73]",a
796,"[2, 1188, 71, 72]",b
797,"[0, 1006, 95, 41]",a
798,"[1, 6409, 10, 17]",c
799,"[2, 6486, 34, 70]",b
800,"[0, 5434, 86, 80]",d
801,"[2, 2103, 20, 28]",a
802,"[0, 5910, 38, 98]",d
803,"[0, 5703, 81, 95]",d
804,"[1, 2424, 8, 24]",d
805,"[0, 3220, 29, 53]",d
806,"[1, 2428, 16, 69]",b
807,"[0, 3649, 77, 57]",a
808,"[1, 2948, 33, 45]",c
809,"[1, 2081, 28, 17]",d
810,"[1, 554, 14, 87]",d
811,"[0, 2339, 99, 22]",c
812,"[1, 3526, 45, 81]",b
813,"[1, 6738, 52, 46]",c
814,"[0, 3128, 95, 61]",b
815,"[1, 5692, 98, 34]",a
816,"[1, 4147, 70, 32]",d
817,"[1, 5507, 47, 10]",c
818,"[1, 6430, 43, 10]",a
819,"[2, 1754, 62, 31]",c
820,"[0, 3929, 75, 63]",a
821,"[2, 4853, 15, 50]",b
822,"[0, 6088, 2, 9]",b
823,"[2, 5914, 38, 6]",a
824,"[0, 3078, 60, 50]",c
825,"[1, 1112, 72, 16]",b
826,"[1, 4439, 11, 72]",a
827,"[2, 4504, 29, 37]",b
828,"[2, 6730, 16, 57]",d
829,"[1, 6775, 15, 27]",d
830,"[1, 6159, 55, 28]",c
831,"[1, 3957, 50, 28]",b
832,"[1, 4362, 84, 21]",b
833,"[2, 4460, 29, 23]",c
834,"[1, 3513, 89, 4]",b
835,"[1, 6682, 19, 39]",d
836,"[0, 453, 93, 75]",c
837,"[1, 4994, 27, 31]",b
838,"[2, 4473, 45, 99]",b
839,"[1, 750, 9, 69]",b
840,"[1, 349, 90, 94]",b
841,"[1, 3954, 73, 16]",b
842,"[0, 7163, 61, 63]",d
843,"[2, 5274, 66, 9]",a
844,"[2, 6769, 80, 78]",c
845,"[2, 4798, 22, 88]",b
846,"[2, 5427, 80, 82]",a
847,"[1, 4572, 98, 85]",b
848,"[0, 6754, 71, 82]",c
849,"[0, 6429, 92, 36]",a
850,"[1, 6216, 71, 82]",d
851,"[2, 5830, 85, 85]",d
852,"[1, 3373, 31, 42]",c
853,"[2, 5785, 16, 67]",d
854,"[2, 5061, 76, 5]",b
855,"[2, 1519, 32, 50]",c
856,"[2, 1543, 7, 81]",a
857,"[0, 6798, 35, 32]",b
858,"[2, 1771, 80, 85]",a
859,"[2, 3023, 27, 21]",d
860,"[1, 3723, 17, 85]",b
861,"[2, 6597, 65, 73]",a
862,"[0, 6265, 35, 63]",d
863,"[0, 442, 95, 27]",b
864,"[1, 2874, 82, 64]",a
865,"[2, 4610, 7, 93]",a
866,"[1, 609, 35, 4]",a
867,"[1, 2521, 27, 52]",b
868,"[0, 2554, 99, 64]",c
869,"[2, 4110, 36, 69]",c
870,"[0, 5605, 45, 13]",d
871,"[0, 3668, 1, 88]",c
872,"[2, 6768, 30, 43]",d
873,"[1, 527, 61, 44]",a
874,"[1, 6544, 93, 4]",c
875,"[1, 4435, 4, 61]",b
876,"[0, 4102, 82, 15]",b
877,"[0, 1335, 67, 40]",c
878,"[2, 3558, 39, 68]",c
879,"[0, 7028, 87, 73]",b
880,"[1, 1282, 15, 20]",b
881,"[0, 2729, 67, 34]",a
882,"[2, 6905, 38, 94]",d
883,"[1, 2916, 43, 57]",b
884,"[0, 4749, 83, 44]",b
885,"[2, 899, 69, 64]",c
886,"[2, 3647, 22, 70]",c
887,"[2, 6909, 17, 70]",a
888,"[2, 155, 25, 56]",b
889,"[1, 1017, 95, 68]",c
890,"[2, 6969, 88, 50]",b
891,"[2, 2552, 5, 30]",b
892,"[0, 5099, 94, 12]",d
893,"[1, 1585, 1, 73]",c
894,"[2, 1963, 39, 50]",c
895,"[1, 1215, 85, 69]",a
896,"[1, 3095, 45, 61]",d
897,"[0, 4337, 57, 98]",a
898,"[1, 2278, 5, 45]",c
899,"[0, 3589, 93, 21]",d
900,"[1, 1850, 84, 56]",c
901,"[1, 905, 100, 33]",c
902,"[0, 5778, 69, 42]",c
903,"[0, 1431, 74, 65]",c
904,"[2, 6320, 58, 98]",d
905,"[2, 6436, 86, 93]",b
906,"[2, 3692, 10, 40]",d
907,"[1, 3901, 69, 18]",a
908,"[1, 2664, 32, 34]",a
909,"[1, 1455, 26, 75]",d
910,"[2, 1151, 30, 21]",d
911,"[1, 6290, 19, 49]",c
912,"[2, 6912, 9, 83]",a
913,"[0, 2771, 97, 10]",d
914,"[0, 5866, 96, 2]",d
915,"[0, 1567, 23, 95]",b
916,"[1, 7048, 89, 72]",a
917,"[2, 4317, 97, 17]",b
918,"[0, 1447, 50, 95]",d
919,"[1, 2767, 64, 66]",c
920,"[0, 2403, 16, 5]",a
921,"[0, 84, 11, 38]",b
922,"[2, 6049, 66, 81]",c
923,"[1, 5192, 49, 88]",d
924,"[2, 2435, 53, 21]",d
925,"[2, 4231, 34, 99]",b
926,"[2, 2972, 5, 46]",a
927,"[1, 706, 60, 25]",c
928,"[0, 3551, 43, 29]",a
929,"[0, 5356, 32, 24]",a
930,"[1, 6586, 67, 24]",a
931,"[2, 470, 4, 87]",b
932,"[2, 5372, 34, 81]",a
933,"[0, 3710, 12, 51]",b
934,"[2, 1296, 82, 57]",a
935,"[0, 2180, 69, 44]",a
936,"[1, 4981, 38, 91]",b
937,"[1, 1193, 83, 10]",a
938,"[2, 6906, 25, 2]",d
939,"[2, 3923, 38, 2]",c
940,"[1, 4719, 53, 32]",b
941,"[0, 184, 26, 39]",b
942,"[2, 4156, 73, 16]",a
943,"[1, 3198, 66, 80]",c
944,"[2, 4519, 98, 10]",c
945,"[2, 2166, 51, 79]",b
946,"[2, 6967, 50, 19]",d
947,"[0, 3252, 22, 47]",a
948,"[1, 5271, 88, 35]",a
949,"[2, 1373, 8, 40]",a
950,"[1, 6266, 3, 79]",b
951,"[1, 170, 41, 68]",b
952,"[2, 2882, 100, 66]",d
953,"[1, 3081, 88, 1]",b
954,"[0, 6572, 2, 19]",c
955,"[0, 846, 16, 88]",a
956,"[1, 6458, 97, 5]",a
957,"[2, 3911, 35, 54]",d
958,"[0, 3412, 47, 58]",b
959,"[0, 6719, 63, 20]",b
960,"[1, 1672, 37, 42]",b
961,"[2, 2254, 31, 87]",b
962,"[1, 4970, 92, 76]",a
963,"[2, 6362, 79, 89]",c
964,"[2, 431, 15, 54]",d
965,"[0, 3638, 18, 71]",d
966,"[2, 2738, 81, 85]",a
967,"[2, 6127, 28, 100]",c
968,"[2, 800, 24, 24]",c
969,"[1, 1920, 81, 96]",d
970,"[0, 4577, 9, 18]",b
971,"[1, 4237, 14, 85]",a
972,"[1, 2348, 6, 52]",c
973,"[0, 3426, 12, 87]",d
974,"[1, 242, 0, 21]",b
975,"[1, 424, 83, 27]",b
976,"[0, 3750, 26, 42]",d
977,"[2, 4621, 75, 86]",b
978,"[0, 2037, 98, 62]",b
979,"[0, 3577, 94, 27]",a
980,"[1, 2441, 97, 38]",b
981,"[0, 7183, 2, 44]",d
982,"[1, 3709, 31, 72]",c
983,"[1, 3010, 77, 52]",a
984,"[2, 5211, 55, 84]",a
985,"[2, 4103, 97, 3]",a
986,"[2, 7012, 83, 50]",d
987,"[1, 2860, 54, 47]",a
988,"[2, 5218, 24, 92]",d
989,"[0, 6213, 30, 46]",c
990,"[2, 6887, 86, 62]",c
991,"[1, 2225, 59, 11]",b
992,"[0, 1913, 95, 11]",c
993,"[1, 2776, 59, 27]",b
994,"[0, 663, 20, 29]",d
995,"[1, 7130, 1, 58]",d
996,"[1, 3348, 28, 76]",d
997,"[0, 4293, 76, 97]",a
998,"[2, 5896, 32, 4]",a
999,"[0, 2165, 40, 18]",a
1000,"[2, 6302, 27, 44]",d
1001,"[2, 7027, 54, 100]",a
1002,"[1, 5909, 96, 41]",d
1003,"[0, 614, 32, 44]",c
1004,"[2, 4515, 79, 27]",d
1005,"[0, 1055, 78, 12]",c
1006,"[1, 5093, 22, 17]",c
1007,"[1, 97, 59, 13]",d
1008,"[1, 135, 66, 43]",a
1009,"[2, 3176, 75, 55]",c
1010,"[2, 3146, 29, 37]",c
1011,"[1, 4625, 39, 4]",d
1012,"[0, 3648, 18, 12]",d
1013,"[2, 682, 17, 59]",d
1014,"[1, 6184, 81, 28]",d
1015,"[1, 2551, 59, 29]",a
1016,"[2, 675, 53, 54]",d
1017,"[0, 4926, 52, 14]",c
1018,"[1, 5059, 84, 64]",b
1019,"[0, 3669, 83, 5]",b
1020,"[0, 289, 66, 59]",a
1021,"[2, 5615, 74, 18]",c
1022,"[2, 2087, 19, 6]",c
1023,"[0, 7114, 72, 32]",a
1024,"[2, 4988, 1, 58]",c
1025,"[0, 618, 43, 59]",b
1026,"[1, 3030, 7, 74]",b
1027,"[0, 6925, 77, 100]",c
1028,"[0, 1870, 86, 75]",d
1029,"[2, 3803, 85, 97]",d
1030,"[1, 6695, 84, 100]",a
1031,"[0, 3353, 15, 6]",b
1032,"[1, 1885, 61, 34]",a
1033,"[1, 68, 3, 36]",c
1034,"[2, 549, 37, 44]",a
1035,"[1, 4368, 53, 61]",a
1036,"[1, 1650, 2, 19]",a
1037,"[2, 2988, 93, 92]",c
1038,"[0, 1775, 21, 9]",a
1039,"[0, 3204, 20, 33]",a
1040,"[1, 1607, 43, 49]",c
1041,"[0, 6626, 93, 60]",c
1042,"[1, 4891, 55, 32]",c
1043,"[1, 1639, 86, 1]",d
1044,"[2, 4327, 47, 47]",c
1045,"[2, 1512, 41, 54]",a
1046,"[1, 3817, 43, 29]",b
1047,"[2, 6014, 61, 47]",c
1048,"[2, 3442, 35, 97]",c
1049,"[2, 366, 99, 5]",c
1050,"[1, 2793, 18, 87]",d
1051,"[0, 4601, 46, 8]",d
1052,"[0, 2244, 17, 76]",c
1053,"[1, 2391, 24, 55]",c
1054,"[0, 7126, 49, 97]",d
1055,"[0, 149, 74, 9]",b
1056,"[2, 1092, 88, 7]",c
1057,"[0, 2884, 89, 80]",a
1058,"[0, 1192, 67, 0]",c
1059,"[2, 3532, 77, 20]",c
1060,"[0, 2369, 8, 23]",c
1061,"[0, 4982, 61, 45]",b
1062,"[2, 742, 34, 69]",b
1063,"[2, 1773, 88, 64]",b
1064,"[2, 3367, 99, 3]",c
1065,"[2, 4630, 36, 62]",c
1066,"[2, 1796, 99, 25]",c
1067,"[2, 5310, 54, 31]",b
1068,"[2, 3439, 34, 97]",c
1069,"[2, 2432, 78, 64]",c
1070,"[0, 6137, 43, 74]",b
1071,"[1, 4054, 48, 30]",c
1072,"[1, 4565, 25, 37]",d
1073,"[1, 6023, 90, 30]",a
1074,"[1, 324, 84, 23]",c
1075,"[0, 5433, 84, 68]",b
1076,"[0, 1219, 8, 91]",c
1077,"[1, 2900, 25, 16]",c
1078,"[2, 7187, 0, 20]",d
1079,"[2, 66, 79, 17]",b
1080,"[1, 7039, 3, 92]",d
1081,"[0, 6481, 76, 54]",b
1082,"[2, 5935, 21, 63]",b
1083,"[1, 249, 50, 21]",a
1084,"[1, 5774, 46, 29]",c
1085,"[2, 2842, 73, 10]",b
1086,"[1, 7050, 23, 7]",c
1087,"[1, 2821, 32, 41]",c
1088,"[0, 3155, 12, 8]",d
1089,"[0, 2169, 71, 32]",c
1090,"[2, 4005, 48, 41]",b
1091,"[2, 5095, 41, 70]",a
1092,"[2, 3703, 37, 57]",d
1093,"[2, 272, 35, 95]",c
1094,"[0, 2390, 73, 19]",d
1095,"[0, 5264, 56, 77]",d
1096,"[2, 4083, 1, 33]",b
1097,"[0, 2183, 0, 57]",c
1098,"[0, 1705, 4, 28]",c
1099,"[1, 346, 60, 95]",d
1100,"[2, 2667, 1, 29]",d
1101,"[0, 2508, 17, 20]",c
1102,"[2, 5378, 5, 43]",a
1103,"[2, 72, 3, 92]",a
1104,"[0, 1392, 12, 5]",c
1105,"[0, 2889, 13, 31]",c
1106,"[1, 3424, 81, 92]",d
1107,"[0, 1099, 96, 41]",b
1108,"[2, 3097, 19, 89]",c
1109,"[1, 6550, 23, 54]",b
1110,"[0, 6428, 45, 41]",c
1111,"[0, 3877, 9, 100]",a
1112,"[0, 6116, 71, 34]",d
1113,"[1, 156, 74, 2]",d
1114,"[2, 3161, 91, 79]",a
1115,"[2, 6688, 27, 48]",d
1116,"[1, 6223, 100, 53]",d
1117,"[0, 2561, 73, 57]",d
1118,"[0, 6956, 80, 87]",c
1119,"[2, 3138, 40, 60]",c
1120,"[2, 4939, 72, 0]",d
1121,"[0, 180, 2, 64]",a
1122,"[0, 6103, 96, 11]",d
1123,"[2, 199, 31, 92]",a
1124,"[1, 6668, 65, 19]",d
1125,"[2, 5025, 74, 99]",b
1126,"[2, 927, 93, 74]",b
1127,"[2, 1506, 83, 42]",a
1128,"[0, 4961, 31, 22]",b
1129,"[2, 1237, 50, 2]",c
1130,"[1, 7100, 62, 80]",a
1131,"[1, 5580, 38, 19]",b
1132,"[1, 765, 16, 37]",b
1133,"[0, 359, 27, 59]",d
1134,"[0, 2668, 47, 82]",d
1135,"[0, 6600, 20, 91]",d
1136,"[2, 6419, 98, 58]",a
1137,"[2, 887, 73, 87]",a
1138,"[0, 5122, 98, 71]",d
1139,"[1, 3835, 89, 55]",d
1140,"[0, 3628, 37, 54]",c
1141,"[1, 699, 61, 49]",c
1142,"[0, 1201, 83, 33]",a
1143,"[0, 6026, 77, 0]",c
1144,"[1, 4027, 23, 59]",c
1145,"[0, 6979, 41, 56]",a
1146,"[0, 1035, 82, 77]",a
1147,"[2, 4737, 20, 95]",a
1148,"[0, 423, 41, 50]",a
1149,"[2, 2789, 62, 8]",b
1150,"[2, 4123, 88, 43]",a
1151,"[2, 6597, 32, 8]",a
1152,"[0, 6676, 52, 10]",c
1153,"[2, 3398, 30, 66]",d
1154,"[0, 3201, 50, 37]",a
1155,"[2, 2279, 65, 14]",b
1156,"[2, 1699, 38, 98]",c
1157,"[0, 616, 46, 1]",b
1158,"[0, 5840, 73, 46]",c
1159,"[0, 760, 57, 13]",c
1160,"[1, 1444, 74, 75]",a
1161,"[2, 2739, 81, 85]",c
1162,"[1, 2621, 66, 78]",c
1163,"[1, 5230, 21, 87]",a
1164,"[2, 5826, 64, 21]",c
1165,"[1, 3474, 13, 47]",c
1166,"[0, 1552, 53, 78]",b
1167,"[0, 521, 35, 87]",d
1168,"[1, 4919, 73, 91]",a
1169,"[2, 2129, 67, 66]",b
1170,"[1, 6775, 73, 29]",b
1171,"[1, 2459, 53, 16]",b
1172,"[2, 1315, 0, 18]",a
1173,"[1, 1801, 78, 61]",a
1174,"[1, 5448, 77, 22]",b
1175,"[2, 6279, 43, 46]",c
1176,"[2, 2422, 45, 82]",d
1177,"[0, 4763, 0, 31]",d
1178,"[1, 2270, 45, 3]",b
1179,"[1, 7048, 91, 65]",a
1180,"[2, 1905, 92, 50]",b
1181,"[2, 6872, 37, 77]",b
1182,"[0, 6944, 88, 69]",a
1183,"[0, 346, 2, 2]",d
1184,"[2, 2581, 9, 59]",c
1185,"[0, 5236, 77, 8]",b
1186,"[2, 4751, 75, 10]",c
1187,"[1, 3532, 59, 85]",d
1188,"[2, 1593, 50, 66]",b
1189,"[0, 4514, 75, 29]",c
1190,"[0, 5494, 42, 79]",a
1191,"[2, 4223, 96, 6]",c
1192,"[0, 416, 38, 82]",d
1193,"[2, 610, 21, 17]",c
1194,"[0, 6502, 90, 26]",c
1195,"[0, 4267, 11, 13]",a
1196,"[0, 535, 27, 54]",d
1197,"[2, 4580, 38, 16]",c
1198,"[2, 2869, 82, 83]",a
1199,"[0, 6113, 100, 61]",a
1200,"[2, 3055, 22, 67]",a
1201,"[0, 5996, 21, 52]",b
1202,"[1, 2416, 55, 33]",d
1203,"[1, 6312, 43, 12]",a
1204,"[0, 3288, 79, 21]",a
1205,"[1, 1928, 2, 74]",b
1206,"[0, 4327, 18, 65]",b
1207,"[1, 472, 51, 95]",a
1208,"[1, 1365, 86, 20]",a
1209,"[0, 4399, 28, 4]",c
1210,"[2, 2944, 72, 77]",b
1211,"[0, 2699, 87, 87]",d
1212,"[1, 3705, 98, 47]",a
1213,"[1, 4406, 33, 100]",d
1214,"[0, 1175, 67, 41]",d
1215,"[1, 1865, 78, 69]",a
1216,"[2, 4200, 27, 66]",a
1217,"[2, 5565, 71, 81]",c
1218,"[0, 3590, 86, 37]",a
1219,"[2, 2835, 67, 71]",c
1220,"[2, 3512, 43, 9]",c
1221,"[2, 6070, 72, 15]",b
1222,"[2, 2906, 100, 90]",a
1223,"[0, 4877, 57, 76]",c
1224,"[1, 6402, 38, 18]",a
1225,"[2, 3243, 80, 32]",d
1226,"[0, 5440, 89, 16]",a
1227,"[1, 4751, 51, 7]",c
1228,"[0, 3156, 49, 93]",c
1229,"[0, 2786, 83, 19]",a
1230,"[2, 3417, 5, 12]",a
1231,"[0, 5603, 81, 13]",c
1232,"[2, 4944, 92, 10]",b
1233,"[0, 6453, 94, 31]",c
1234,"[1, 3553, 91, 55]",b
1235,"[2, 3262, 27, 65]",b
1236,"[1, 902, 38, 96]",b
1237,"[0, 5669, 7, 81]",d
1238,"[2, 574, 83, 58]",b
1239,"[1, 3732, 27, 44]",d
1240,"[0, 5954, 74, 31]",b
1241,"[2, 3387, 58, 86]",d
1242,"[0, 5642, 24, 21]",d
1243,"[2, 4696, 95, 59]",b
1244,"[0, 4041, 10, 71]",c
1245,"[0, 3229, 3, 67]",a
1246,"[0, 2154, 77, 91]",d
1247,"[1, 137, 0, 49]",d
1248,"[0, 5146, 91, 85]",a
1249,"[1, 5527, 79, 96]",d
1250,"[0, 803, 92, 2]",a
1251,"[1, 6501, 34, 82]",a
1252,"[1, 3916, 98, 29]",b
1253,"[0, 3499, 70, 11]",d
1254,"[1, 6616, 67, 6]",c
1255,"[1, 5957, 19, 11]",b
1256,"[0, 129, 60, 5]",b
1257,"[1, 6087, 17, 68]",c
1258,"[1, 427, 2, 26]",c
1259,"[2, 1403, 70, 84]",c
1260,"[0, 5772, 3, 61]",b
1261,"[1, 7178, 12, 48]",d
1262,"[1, 2189, 53, 4]",d
1263,"[1, 6476, 43, 98]",c
1264,"[0, 5052, 22, 46]",c
1265,"[1, 5818, 65, 6]",c
1266,"[2, 2005, 64, 100]",b
1267,"[2, 7146, 24, 61]",d
1268,"[2, 6934, 94, 20]",a
1269,"[0, 5071, 34, 38]",b
1270,"[2, 5574, 67, 92]",d
1271,"[2, 5672, 33, 63]",a
1272,"[1, 5973, 87, 12]",d
1273,"[0, 2700, 60, 17]",b
1274,"[0, 2809, 18, 45]",c
1275,"[2, 3322, 9, 62]",b
1276,"[2, 7146, 81, 34]",b
1277,"[0, 4802, 23, 2]",b
1278,"[0, 4780, 92, 24]",a
1279,"[1, 5259, 0, 47]",d
1280,"[1, 3705, 33, 22]",a
1281,"[2, 2417, 7, 16]",b
1282,"[0, 6580, 83, 41]",a
1283,"[2, 222, 27, 6]",c
1284,"[1, 1580, 2, 30]",a
1285,"[0, 6933, 39, 61]",a
1286,"[2, 5514, 5, 8]",d
1287,"[1, 6357, 82, 70]",d
1288,"[2, 6565, 1, 92]",c
1289,"[1, 4087, 43, 58]",c
1290,"[2, 376, 96, 23]",a
1291,"[0, 1900, 63, 48]",a
1292,"[1, 3214, 81, 14]",a
1293,"[2, 4277, 94, 72]",c
1294,"[2, 6438, 11, 4]",c
1295,"[0, 2006, 69, 25]",d
1296,"[1, 1535, 69, 29]",b
1297,"[1, 5242, 71, 45]",b
1298,"[2, 2571, 58, 77]",d
1299,"[2, 3682, 82, 48]",c
1300,"[2, 6610, 71, 92]",c
1301,"[0, 5856, 54, 14]",a
1302,"[1, 6825, 69, 54]",c
1303,"[1, 6285, 6, 67]",a
1304,"[0, 2468, 63, 54]",a
1305,"[2, 6645, 32, 24]",b
1306,"[2, 4913, 80, 12]",c
1307,"[2, 351, 8, 67]",a
1308,"[2, 3014, 48, 92]",a
1309,"[2, 3800, 66, 67]",a
1310,"[2, 4068, 41, 31]",c
1311,"[1, 5539, 70, 5]",c
1312,"[2, 6889, 45, 76]",c
1313,"[2, 7003, 51, 40]",b
1314,"[1, 5484, 54, 69]",a
1315,"[1, 4886, 3, 40]",d
1316,"[1, 395, 87, 5]",a
1317,"[1, 4322, 57, 92]",b
1318,"[2, 4453, 26, 13]",b
1319,"[1, 1896, 73, 88]",d
1320,"[2, 2437, 53, 32]",a
1321,"[1, 1681, 65, 65]",c
1322,"[2, 864, 4, 69]",b
1323,"[0, 267, 64, 48]",c
1324,"[1, 1497, 13, 22]",b
1325,"[2, 3481, 40, 13]",b
1326,"[0, 170, 2, 61]",d
1327,"[0, 1988, 58, 27]",c
1328,"[2, 6411, 67, 100]",b
1329,"[1, 3346, 30, 26]",a
1330,"[1, 2287, 0, 3]",b
1331,"[2, 255, 37, 84]",d
1332,"[0, 4763, 90, 73]",b
1333,"[2, 3130, 60, 10]",b
1334,"[0, 5459, 64, 25]",b
1335,"[0, 6173, 60, 2]",a
1336,"[0, 5439, 16, 23]",b
1337,"[1, 456, 7, 28]",d
1338,"[0, 1900, 35, 19]",d
1339,"[2, 6329, 34, 16]",d
1340,"[1, 4220, 80, 51]",c
1341,"[0, 469, 51, 1]",a
1342,"[2, 1522, 76, 39]",b
1343,"[0, 6903, 28, 15]",a
1344,"[0, 6780, 4, 33]",c
1345,"[1, 412, 90, 47]",d
1346,"[0, 4547, 33, 53]",d
1347,"[2, 4828, 100, 36]",d
1348,"[2, 254, 50, 77]",a
1349,"[2, 1517, 6, 49]",c
1350,"[2, 2368, 21, 62]",a
1351,"[2, 1476, 49, 77]",d
1352,"[1, 1187, 95, 14]",b
1353,"[1, 753, 96, 51]",d
1354,"[2, 3118, 55, 29]",a
1355,"[2, 6653, 71, 64]",b
1356,"[2, 7075, 18, 50]",c
1357,"[1, 404, 23, 72]",d
1358,"[2, 5112, 8, 59]",a
1359,"[2, 1083, 32, 78]",d
1360,"[0, 3502, 6, 88]",c
1361,"[2, 6758, 57, 7]",b
1362,"[0, 1377, 74, 86]",d
1363,"[2, 3145, 20, 18]",a
1364,"[1, 679, 93, 64]",a
1365,"[0, 4195, 20, 26]",a
1366,"[2, 2182, 23, 13]",a
1367,"[1, 6268, 75, 2]",a
1368,"[1, 4183, 70, 71]",a
1369,"[0, 3522, 52, 13]",d
1370,"[0, 1524, 56, 27]",c
1371,"[1, 1378, 16, 45]",d
1372,"[0, 2456, 48, 24]",a
1373,"[0, 6689, 42, 72]",b
1374,"[0, 729, 86, 45]",b
1375,"[2, 4627, 78, 17]",c
1376,"[0, 5796, 19, 52]",b
1377,"[0, 4724, 40, 27]",b
1378,"[0, 4442, 5, 67]",d
1379,"[1, 1795, 36, 18]",d
1380,"[0, 6734, 73, 74]",b
1381,"[1, 5835, 53, 45]",b
1382,"[2, 77, 5, 9]",c
1383,"[2, 6642, 59, 42]",b
1384,"[0, 5897, 72, 46]",c
1385,"[0, 2381, 31, 81]",c
1386,"[2, 1579, 6, 7]",b
1387,"[1, 1628, 19, 80]",b
1388,"[0, 2711, 93, 47]",d
1389,"[1, 5627, 24, 53]",a
1390,"[0, 1098, 46, 30]",c
1391,"[1, 6532, 20, 1]",b
1392,"[2, 3475, 8, 25]",a
1393,"[0, 2951, 99, 44]",b
1394,"[0, 6146, 0, 64]",a
1395,"[0, 1912, 54, 22]",c
1396,"[0, 6840, 70, 21]",d
1397,"[1, 210, 79, 42]",a
1398,"[0, 1271, 7, 41]",b
1399,"[1, 602, 93, 91]",b
1400,"[0, 3492, 100, 18]",d
1401,"[2, 4491, 86, 25]",b
1402,"[1, 2200, 83, 74]",a
1403,"[2, 2452, 51, 53]",b
1404,"[0, 450, 10, 99]",c
1405,"[0, 2833, 81, 76]",b
1406,"[1, 1819, 78, 76]",a
1407,"[2, 2074, 47, 37]",b
1408,"[1, 6328, 59, 75]",c
1409,"[0, 6456, 2, 78]",b
1410,"[2, 2355, 0, 25]",c
1411,"[1, 2904, 61, 13]",d
1412,"[0, 727, 92, 5]",c
1413,"[1, 6232, 11, 28]",c
1414,"[0, 2472, 85, 75]",d
1415,"[0, 5115, 53, 52]",c
1416,"[1, 965, 26, 16]",a
1417,"[1, 3204, 91, 31]",a
1418,"[1, 6547, 10, 45]",d
1419,"[1, 5719, 52, 90]",d
1420,"[1, 2236, 92, 76]",a
1421,"[1, 3041, 12, 60]",a
1422,"[2, 5676, 89, 44]",a
1423,"[1, 2177, 54, 13]",c
1424,"[0, 441, 49, 62]",a
1425,"[1, 3633, 14, 93]",c
1426,"[1, 158, 88, 3]",d
1427,"[0, 5008, 79, 43]",a
1428,"[0, 2192, 97, 52]",c
1429,"[1, 6723, 33, 31]",b
1430,"[1, 640, 90, 79]",a
1431,"[0, 6798, 57, 61]",b
1432,"[1, 2187, 98, 68]",b
1433,"[0, 3327, 12, 6]",c
1434,"[2, 1003, 40, 98]",c
1435,"[0, 1374, 63, 7]",b
1436,"[2, 6165, 43, 1]",a
1437,"[2, 68, 93, 94]",b
1438,"[1, 2148, 43, 85]",b
1439,"[0, 1871, 43, 90]",c
1440,"[2, 3469, 89, 75]",c
1441,"[0, 6790, 61, 99]",d
1442,"[1, 4908, 53, 86]",b
1443,"[0, 3556, 15, 47]",d
1444,"[1, 91, 92, 92]",b
1445,"[2, 1596, 89, 47]",a
1446,"[1, 170, 89, 49]",c
1447,"[0, 7176, 56, 33]",a
1448,"[0, 3071, 50, 32]",b
1449,"[2, 1597, 16, 79]",d
1450,"[0, 6265, 13, 95]",d
1451,"[2, 2294, 75, 96]",a
1452,"[1, 2636, 85, 100]",d
1453,"[2, 6194, 25, 100]",c
1454,"[2, 3037, 69, 32]",a
1455,"[2, 5008, 71, 1]",d
1456,"[1, 3267, 84, 45]",c
1457,"[0, 2029, 98, 88]",b
1458,"[1, 6950, 91, 2]",b
